Executing opcode: 0x6c00 at PC: 0x356
Executing opcode: 0x2290 at PC: 0x358
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x7a01 at PC: 0x35a
Executing opcode: 0x6d05 at PC: 0x35c
Executing opcode: 0x2280 at PC: 0x35e
Executing opcode: 0xa55b at PC: 0x280
Executing opcode: 0x8ed0 at PC: 0x282
Executing opcode: 0x8eee at PC: 0x284
Executing opcode: 0x8eee at PC: 0x286
Executing opcode: 0xfe1e at PC: 0x288
Executing opcode: 0xdab4 at PC: 0x28a
Executing opcode: 0x7a05 at PC: 0x28c
Executing opcode: 0xee at PC: 0x28e
Executing opcode: 0x6f14 at PC: 0x360
Executing opcode: 0x8f15 at PC: 0x362
Executing opcode: 0x84f0 at PC: 0x364
Executing opcode: 0x6314 at PC: 0x366
Executing opcode: 0x6f0f at PC: 0x368
Executing opcode: 0x83f5 at PC: 0x36a
Executing opcode: 0x650a at PC: 0x36c
Executing opcode: 0x6f0a at PC: 0x36e
Executing opcode: 0x85f5 at PC: 0x370
Executing opcode: 0x85f0 at PC: 0x372
Executing opcode: 0x6faa at PC: 0x374
Executing opcode: 0x6232 at PC: 0x376
Executing opcode: 0x8215 at PC: 0x378
Executing opcode: 0x3501 at PC: 0x37a
Executing opcode: 0x6f02 at PC: 0x37c
Executing opcode: 0x8ef0 at PC: 0x37e
Executing opcode: 0x6c23 at PC: 0x380
Executing opcode: 0x2290 at PC: 0x382
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0xa555 at PC: 0x294
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x82e0 at PC: 0x384
Executing opcode: 0x6c01 at PC: 0x386
Executing opcode: 0x2290 at PC: 0x388
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x8230 at PC: 0x38a
Executing opcode: 0x6c05 at PC: 0x38c
Executing opcode: 0x2290 at PC: 0x38e
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x8240 at PC: 0x390
Executing opcode: 0x6c01 at PC: 0x392
Executing opcode: 0x2290 at PC: 0x394
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x7b05 at PC: 0x396
Executing opcode: 0x6a00 at PC: 0x398
Executing opcode: 0x6d06 at PC: 0x39a
Executing opcode: 0x2280 at PC: 0x39c
Executing opcode: 0xa55b at PC: 0x280
Executing opcode: 0x8ed0 at PC: 0x282
Executing opcode: 0x8eee at PC: 0x284
Executing opcode: 0x8eee at PC: 0x286
Executing opcode: 0xfe1e at PC: 0x288
Executing opcode: 0xdab4 at PC: 0x28a
Executing opcode: 0x7a05 at PC: 0x28c
Executing opcode: 0xee at PC: 0x28e
Executing opcode: 0x6f3c at PC: 0x39e
Executing opcode: 0x8ff6 at PC: 0x3a0
Executing opcode: 0x83f0 at PC: 0x3a2
Executing opcode: 0x6faa at PC: 0x3a4
Executing opcode: 0x623c at PC: 0x3a6
Executing opcode: 0x8226 at PC: 0x3a8
Executing opcode: 0x8ef0 at PC: 0x3aa
Executing opcode: 0x6c1e at PC: 0x3ac
Executing opcode: 0x2290 at PC: 0x3ae
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0xa555 at PC: 0x294
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x82e0 at PC: 0x3b0
Executing opcode: 0x6c00 at PC: 0x3b2
Executing opcode: 0x2290 at PC: 0x3b4
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0xa555 at PC: 0x294
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x8230 at PC: 0x3b6
Executing opcode: 0x6c00 at PC: 0x3b8
Executing opcode: 0x2290 at PC: 0x3ba
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0xa555 at PC: 0x294
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x7a05 at PC: 0x3bc
Executing opcode: 0x6d07 at PC: 0x3be
Executing opcode: 0x2280 at PC: 0x3c0
Executing opcode: 0xa55b at PC: 0x280
Executing opcode: 0x8ed0 at PC: 0x282
Executing opcode: 0x8eee at PC: 0x284
Executing opcode: 0x8eee at PC: 0x286
Executing opcode: 0xfe1e at PC: 0x288
Executing opcode: 0xdab4 at PC: 0x28a
Executing opcode: 0x7a05 at PC: 0x28c
Executing opcode: 0xee at PC: 0x28e
Executing opcode: 0x6f0a at PC: 0x3c2
Executing opcode: 0x8f17 at PC: 0x3c4
Executing opcode: 0x84f0 at PC: 0x3c6
Executing opcode: 0x630f at PC: 0x3c8
Executing opcode: 0x6f14 at PC: 0x3ca
Executing opcode: 0x83f7 at PC: 0x3cc
Executing opcode: 0x650a at PC: 0x3ce
Executing opcode: 0x6f0a at PC: 0x3d0
Executing opcode: 0x85f7 at PC: 0x3d2
Executing opcode: 0x85f0 at PC: 0x3d4
Executing opcode: 0x6faa at PC: 0x3d6
Executing opcode: 0x620f at PC: 0x3d8
Executing opcode: 0x6132 at PC: 0x3da
Executing opcode: 0x8217 at PC: 0x3dc
Executing opcode: 0x3501 at PC: 0x3de
Executing opcode: 0x6f02 at PC: 0x3e0
Executing opcode: 0x8ef0 at PC: 0x3e2
Executing opcode: 0x6c23 at PC: 0x3e4
Executing opcode: 0x2290 at PC: 0x3e6
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0xa555 at PC: 0x294
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x82e0 at PC: 0x3e8
Executing opcode: 0x6c01 at PC: 0x3ea
Executing opcode: 0x2290 at PC: 0x3ec
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x8230 at PC: 0x3ee
Executing opcode: 0x6c05 at PC: 0x3f0
Executing opcode: 0x2290 at PC: 0x3f2
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x8240 at PC: 0x3f4
Executing opcode: 0x6c01 at PC: 0x3f6
Executing opcode: 0x2290 at PC: 0x3f8
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x7a01 at PC: 0x3fa
Executing opcode: 0x6d0e at PC: 0x3fc
Executing opcode: 0x2280 at PC: 0x3fe
Executing opcode: 0xa55b at PC: 0x280
Executing opcode: 0x8ed0 at PC: 0x282
Executing opcode: 0x8eee at PC: 0x284
Executing opcode: 0x8eee at PC: 0x286
Executing opcode: 0xfe1e at PC: 0x288
Executing opcode: 0xdab4 at PC: 0x28a
Executing opcode: 0x7a05 at PC: 0x28c
Executing opcode: 0xee at PC: 0x28e
Executing opcode: 0x6f32 at PC: 0x400
Executing opcode: 0x8ffe at PC: 0x402
Executing opcode: 0x83f0 at PC: 0x404
Executing opcode: 0x6faa at PC: 0x406
Executing opcode: 0x6232 at PC: 0x408
Executing opcode: 0x822e at PC: 0x40a
Executing opcode: 0x8ef0 at PC: 0x40c
Executing opcode: 0x6c64 at PC: 0x40e
Executing opcode: 0x2290 at PC: 0x410
Executing opcode: 0xa558 at PC: 0x290
Executing opcode: 0x92c0 at PC: 0x292
Executing opcode: 0xa555 at PC: 0x294
Executing opcode: 0x7b01 at PC: 0x296
Executing opcode: 0xdab3 at PC: 0x298
Executing opcode: 0x7a04 at PC: 0x29a
Executing opcode: 0x7bff at PC: 0x29c
Executing opcode: 0xee at PC: 0x29e
Executing opcode: 0x82e0 at PC: 0x412
Executing opcode: 0x6c00 at PC: 0x414
Executing opcode: 0x2290 at PC: 0x416
